cid,MP
3117,"['158 °F (NTP, 1992)', '71.5 °C', '71.5 °C', '71.5 °C', '71 °C', '158 °F', '158 °F']"
8175,"['64 °F (USCG, 1999)', '-3.9 °C', 'Liquid Molar Volume = 0.190278 cu m/kmol; IG Heat of Formation = -3.2589X10+8 J/kmol; Heat Fusion at Melting Point = 3.45X10+7 J/kmol', '-5 °C']"
289,"['221 °F (NTP, 1992)', '105 °C', '105 °C', '105 °C', '105 °C', '221 °F', '221 °F']"
10005,"['209.5 °C', '211 °C']"
39385,"['180.1 °F (NTP, 1992)', '82.3 °C']"
26757,['141-142 °C']
516951,"['253 °C', '253 °C']"
3702,"['160-162', '161 °C']"
11378442,['315 °C']
23266,"['1089 °C', 'MELTING POINT: 48 °C IN WATER OF CRYSTALLIZATION; HEAT OF HYDRATION: -24.15 KCAL/MOLE; EFFLORESCENT; ORTHORHOMBIC BIPYRAMIDAL PLATELETS /NONAHYDRATE/', '1089 °C']"
6809,"['460 °F (NTP, 1992)', '238 °C']"
6610,['179.4-180.4 °C']
446155,"['MW: 433.46. White to pale yellow powder. Hygroscopic. MP: 194-197 °C. Soluble in water, ethanol, methanol /Fluvastatin sodium salt/']"
6403,"['-148 °F (NTP, 1992)', '-99.9 °C', '-148 °F']"
2771,"['182-188', 'Crystals from isopropanol. MP: 182-183. Freely soluble in water, ethanol, chloroform /Citolapram hydrobromide/', '178 °C']"
5193,"['100 °C', '100 °C', '100 °C']"
60795,['137-140']
8181,['30 °C']
2314,"['129.6 °C', '""265 °F""']"
5961,"['185.5 dec °C', '184-185 °C (decomposes)', '185 °C']"
153311,"['59 °C', 'White powder; mp: about 80 °C; specific rotation: -14 deg at 20 °C/D (water) /N-oxide/']"
9481,['-13 to -12 °C']
8346,"['-13 °F (NTP, 1992)', '25 °C', '-13 °F']"
6427,"['77 °F (NIOSH, 2023)', '26 °C', '26 °C', '77 °F', '77 °F']"
10608,"['599 to 743 °F (decomposes) (NTP, 1992)']"
5280489,"['176-184ºC', '183 °C (evacuated tube)', '183 °C']"
164825,"['greater than 572 °F (NTP, 1992)']"
2345,"['21 °C', '19 °C', '21 °C', '21 °C']"
62882,['163-164 °C']
14525,['5-6 °C']
5280795,"['183 to 185 °F (NTP, 1992)', '84.5 °C', '84-85 °C', '84.5 °C']"
6072,['110.0 °C']
10913,['-38 °C']
5897,"['381 °F (NTP, 1992)', '194 °C', '381 °F', '381 °F']"
16774,"['83.3 °F Technical product solidifies at 70-75 °F. (EPA, 1998)', '28.5 °C']"
1146,"['-178.8 °F (USCG, 1999)', '-117.08 °C', '-117.1 °C', '-117 °C', '-179 °F', '-179 °F']"
15965,"['392 °F (decomposes) (NTP, 1992)', '218.5 °C', 'MP: 218-219 °C, with decomposition starting at 190 °C. Readily sublimes at 190 °C under 12 mm Hg.', 'No melting point; decomposes at 190 °C', '392 °F (decomposes)', '424 °F (Decomposes)']"
7895,"['-108 °F (NTP, 1992)', '-76.8 °C', '-76.9 °C', '-78 °C', '-108 °F', '-108 °F']"
6597,"['49.5 °F (NTP, 1992)', '13.5 °C', '45 °F', '12 °C', 'Liquid molar volume = 0.083010 cu m/kmol; Heat of fusion at melting point = 1.2343X10+7 J/kmol', '13.5 °C', '""49.5 °F""']"
174223,"['greater than 572 °F (NTP, 1992)']"
2907,"['106 to 113 °F (NTP, 1992)', '48-49', '49.5-53 °C', '41 - 45 °C', '49.5 - 53 °C']"
52999,['163 °C']
37125,"['-15 °C /technical grade/', '-15 °C']"
3032791,"['342 °F (Decomposes) (NTP, 1992)', '172 °C (decomposes)', 'MP: 181.5 - 182.5 °C', '342 °F']"
7594,"['302 °F (NTP, 1992)', '150 °C', '150 °C']"
7061,"['-37.8 °F (NTP, 1992)', '-38.8 °C', '-38 °C']"
1549000,['205-208']
6386,"['77.9 °F (NTP, 1992)', '25.81 °C', '25.4 °C', '25 °C', '78 °F', '78 °F']"
253881,['755 °C']
10234,"['66-67 °C', '66-67 °C']"
4312530,"['545 °F (decomposes) (NTP, 1992)']"
1752,"['42 °C', '41 - 42.5 °C']"
1046,"['376 to 379 °F (NTP, 1992)', '192 °C', '192 °C', '192 °C']"
37123,"['228 °C', 'Off-white to yellow crystals; Melting point: 210-230 °C, with decomposition /technical diflubenzuron/', '230 - 232 °C']"
4937,"['229.7 °C', '213 °C']"
12736,"['130-132 °C', '127 - 129 °C']"
6901,"['-6 °F (NTP, 1992)', '-21 °C', '-18 °C', '-6 °F', '-6 °F']"
3108,"['163 °C', '163 °C']"
4976,"['169-171 °C (Protriptyline HCl)', 'Max absorption 290 nm (e= 13,311); MP: 169-171 °C; crystals from isopropanol- ethyl ether /hydrochloride/', '169 - 171 °C (protriptyline hydrochloride)']"
2284,"['372 to 376 °F (NTP, 1992)', '206 - 208 °C']"
11701,['140.5 °C']
21803,['45.5-46.5 °C']
31217,"['38.3 °F (NTP, 1992)', '3.5 °C', '3.5 °C', '38 °F', '38 °F']"
91770,['204-206 °C']
24526,"['-150 °F (EPA, 1998)', '-101.5 °C', '-101 °C', '-150 °F', '-150 °F']"
13305,['55-59 °C']
27641,['193 °C']
4509,"['514 °F (decomposes) (NTP, 1992)', '263 °C']"
5757,"['173', '178.5 °C', '178.5 °C', '178-179 °C']"
439263,"['100 °F (NTP, 1992)', '-22 °C']"
31356,"['FP: 5.5 °C', '5.5 °C']"
2585,"['114.5 °C', '114-115 °C', '114 - 115 °C']"
5192,"['274.1 °F (NTP, 1992)', '130.8 °C', '131 °C']"
11966,"['46 °F (NTP, 1992)', '8 °C']"
3023,['99.5 °C']
8139,"['5.2 °C', '5 °C']"
7056,"['139.1 °F (NTP, 1992)', '59.5 deg  C', '59.5 °C']"
6947,"['113 to 115 °F (NTP, 1992)', '44-45 °C', '45-46 °C']"
1727,"['318 °F (EPA, 1998)', '157-161°C', '159.0 °C', '604.4 °F']"
8200,"['24.8 °F (USCG, 1999)', '-9.4 °C']"
4641,['96 °C']
1057,"['271 to 273 °F (NTP, 1992)', '133 °C', '133 °C', '131-134 °C']"
10813,"['189 °F (EPA, 1998)', '87 °C', 'Brown waxy solid; mp: 87 °C /commercial crimidine/', 'MP: 218 °C /Crimidine hydrochloride/', 'MP: 146 °C /Crimidine picrate/']"
440735,['269 - 270 °C']
8193,"['75 °F (USCG, 1999)', '24 °C', '24 °C', '24 °C', '24 °C']"
68841,['170 - 171 °C']
25644,['41 °F']
6662,['192 - 195']
3102,"['alpha-118.6 °F; beta-79 °F; gamma-117 °F. (NTP, 1992)', '47.8 °C', '48.5 °C', 'Melting point: 47 °C (gamma-Benzophenone)', '26 °C', '48.5 °C', '119 °F']"
2943,['155-156 °C']
235414,['52 - 53 °C']
1548943,"['65', '65 °C', '65 °C', '149 °F']"
8630,"['381 to 387 °F (NTP, 1992)', '200-201 °C', 'MP: ABOVE 195 °C /TECHNICAL PRODUCT/']"
3100,"['161-162', 'Crystals from absolute alcohol + ether; mp: 166-170 °C; bitter taste; pH of 1% aqueous solution about 5.5; 1 g dissolves in: 1 mL water, 2 mL alcohol, 50 mL acetone, 2 mL chloroform; very slightly soluble in benzene, ether. Slowly darkens on exposure to light. Stable under ordinary conditions. /Diphenhydramine hydrochloride/', '168 °C']"
86353,['144 - 148 °C']
2265,"['469 to 471 °F (decomposes) (NTP, 1992)', '243.5 °C', 'dec 243-244 °C', '243.5 °C']"
30751,['260 °C']
8111,"['-38 °F (NTP, 1992)', '-39 °C', '-39 °C', '-39 °C', '-38 °F', '-38 °F']"
300,"['145 °F (EPA, 1998)', '50-63 °C', 'Exists in alpha, beta, and gamma forms having mp 63 °C, 55-56 °C, and 50 °C respectively. MP for acid of commerce: 61-63 °C', 'Heat of fusion at the melting point = 1.2285X10+7 J/kmol', '52.5 °C']"
11254,"['39 °F (NTP, 1992)', '-19 °C']"
2294,['190 °C']
9195,"['189.6 °C', '189 °C']"
32881,"['-58 °F (USCG, 1999)']"
8437,"['-28 °C', '28 °C']"
6571,"['-44.5 °C', 'Yellow needles from alcohol; mp: 124 °C /Chloroacetone 2,4-dihydrophenylhydrazone/', '-45 °C']"
34,"['-89.5 °F (EPA, 1998)', '-67.5 °C', '-67 °C', '-90 °F', '-90 °F']"
7751,"['-15 °F (USCG, 1999)', '-26 °C', '-26 °C']"
7765,"['-148 °F (USCG, 1999)', '-100 °C', '-100 °C', '-100 °C']"
73675,['48 °C']
6811,"['267.4 °F (NTP, 1992)', '131.4 °C', '131 °C', '267.4 °F', '267 °F']"
14992,"['421 to 446 °F (NTP, 1992)', '216 °C']"
105010,"['206.2 - 208 °C', 'MP: 204 - 20.6 °C /Technical/']"
39676,['108 °C']
7359,['-89 °C']
7820,"['67.1 °F (NTP, 1992)', '19.5 °C', '19 °C', '67.1 °F']"
811,"['162-164 °C WITH DECOMP, ALSO REPORTED AS 172 °C', '175 °C']"
86173,['78.6 °C']
10554,['-131 °C']
8130,"['-45 °F (NTP, 1992)', '-43.3 °C', 'Heat of fusion = 2.3585X10+7 J/kmol at melting point', '-43.3 °C']"
1549517,"['158 to 172 °F (NTP, 1992)']"
8858,"['-51 °F (USCG, 1999)', '-59 °C', 'MP: -41.5 °C (also reported as -59 °C); can be made to crystallize at low temp in petroleum ether', '-41.5 °C', '-41.5 °C', '-52 °F', '-52 °F']"
8607,"['177 °C', '177 °C', '177 °C', '350.6']"
6618,"['356 to 363 °F (NTP, 1992)', '179 °C', 'Bromine content = 58.4%; specific gravity = 2.17; melting point = 179-181 °C /Commercial product/']"
17563,"['99 °C', '99 °C']"
6658,"['-54 °F (NTP, 1992)', '-47.55 °C', '-48 °C', '-48 °C', '-54 °F', '-54 °F']"
1486,"['280 °F (NTP, 1992)', '138 °C', '140.5 °C', '140 °C', '280 °F', '280 °F']"
6406,"['-2.2 °F (EPA, 1998)', '-19 °C', '-19 °C', '-19 °C', '-4 °F']"
5281037,"['248-250 °C (mesylate form)', '260-261 °C', '248 - 250 °C (mesylate form)']"
13647,['64 - 65 °C']
3475,['181 °C']
24455,"['622 °C', '622 °C']"
4943,"['18 °C', '18 °C', '18 °C']"
8001,['-36 °C']
49833,['78-81 °C']
7423,"['237 °F (NTP, 1992)', '114 °C', 'Heat of fusion at melting point = 23.6 kJ/mol', '114 °C']"
7369,"['58.1 °F (USCG, 1999)', '14.5 °C']"
216239,"['187-226', '205.6 °C']"
15951,['100-101 °C']
10541,"['-51 °F (NTP, 1992)', '-46 °C', '-46 °C']"
13976,['390 °C']
8918,['-26 °C']
6144,['300 °C (decomposes)']
41478,"['-31 °F (NTP, 1992)']"
11380,['27 °C']
713,"['36.5 °F (NTP, 1992)', '2.55 °C', '2.55 °C', '2.5 °C', '37 °F', '37 °F']"
6535,"['-69.5 °F (NTP, 1992)', '-56.4 °C', '-57 °C']"
14793,"['554 °F (decomposes) (NTP, 1992)', '290 °C, decomposition']"
2973,"['140 °C', 'MP: 138-140 °C /MONOHYDRATE/; 172-175 °C /HYDROCHLORIDE/; 148-149 °C /METHANESULFONATE/', 'MP: 180-182 °C /N-ACETYL DERIV/', '138 - 140 °C']"
1493,"['234 to 237 °F (NTP, 1992)', '115.5 °C', '114.8 °C', '112 °C']"
5462355,['150-153 °C (decomposes)']
516871,"['572 °F (USCG, 1999)', '~300 °C']"
16248,"['243 °F (EPA, 1998)', '119 °C', '119 °C']"
7601,['28 °C']
4928,['91 to 92 °C']
4837,"['223 °F (NTP, 1992)', '106 °C', '106 °C', 'MP: 82-83 °C /Piperazine hydrochloride monohydrate/', '106 °C', '106 °C']"
7158,"['347 to 351 °F (NTP, 1992)', '179-181 °C']"
3858081,"['376 °F (decomposes) (NTP, 1992)']"
7062,"['149 to 172 °F (NTP, 1992)']"
15442,['-101.2 °C']
8617,"['124.5 °C', '124.5 °C', '124.5 °C']"
3939,['450-471 °C']
6028,"['158 °F (NTP, 1992)', '70 °C', '70 °C']"
6543,['FP: 164-166 °C']
8427,"['117.5 °C', '117-118 °C']"
60961,"['235.5 °C', '235.5 °C', '235.5 °C']"
7734,['-42.83 °C']
6328,"['-87.6 °F (NTP, 1992)', '-66.5 °C', '-66.5 °C', '-88 °F', '-88 °F']"
791,['275 °C']
31373,"['-2 °F (NTP, 1992)', '-22.2 °C', '-22.3 °C', '-22 °C', '-2 °F', '-2 °F']"
34766,"['33.4 °C', '33.4 °C', '33.4 °C']"
6796,"['199 to 201 °F (NTP, 1992)']"
3961,"['178-184', '183.5-184.5 °C', '183.5 - 184.5 °C']"
5403,"['247', '119 - 122 °C']"
8119,['-37 °C']
3301,"['46 °F (EPA, 1998)', '8.5 °C', '11 °C', '8.5 °C', '47 °F', '47 °F']"
33934,"['-4 °C /From Table/', '-45 °C']"
37995,"['-3.35 °C', '-3.35 °C']"
6574,"['-35 °F (NTP, 1992)', '-35 °C', '-36 °C', '-34 °F', '-34 °F']"
768,"['7 °F (96%) (NIOSH, 2023)', '7 °F (96%) (NIOSH, 2023)', '-13.28 °C', '5.00 °C. @ 0.00 mm Hg', '-13 °C', '7 °F (96%)', '7 °F (96%)']"
17822,['-199 °C']
8341,"['577 to 583 °F (NTP, 1992)', '304.5 °C', '302 °C']"
433294,"['1121 °F (NTP, 1992)', '610 °C', '613 °C']"
3120,"['318.2 °F (USCG, 1999)', '158-159 °C', 'MP: 159 °C. Decomposes at 180 °C', '316 °F', '316 °F']"
2758,"['34.7 °F (NTP, 1992)', '1.5 °C']"
43079,['154-155 °C']
1140,"['-139 °F (NTP, 1992)', '-94.9 °C', '-94.9 °C', '-95 °C', '-95 °C', '-139 °F', '-139 °F']"
7617,"['-94 °F (NTP, 1992)', 'less than -70 °C']"
12542,"['225 to 228 °F (EPA, 1998)', '108 °C', '107 °C']"
3346,"['43 °F (NIOSH, 2023)', '7 °C', '7.5 °C', '7.5 °C', '43 °F', '43 °F']"
6051,"['262 °F (NTP, 1992)', '128 °C']"
31279,"['-127.1 °F (NTP, 1992)', '-88.4 °C', '-88.4 °C']"
11614,"['-130 °F (USCG, 1999)', '-91.5 °C', '-90 °C']"
8167,['-15 °C']
11137,"['205 to 208 °F (NTP, 1992)', '96.8 °C']"
16002,['Liquid at room temperature']
442501,['37.5 °C']
4497,"['125 °C', '125 °C']"
213012,['163.5 °C']
29393,"['137-138 °C', 'Mp: 141-142 °C /Technical oryzalin/']"
7127,"['25 °F (NTP, 1992)', '-4 °C', '-4 °C']"
8004,"['-265 °F (USCG, 1999)', '-165.2 °C']"
440917,"['-142.4 °F (NTP, 1992)', '-74 °C', '-90 °C', '-74 °C']"
3391107,"['105-106 °C', 'MP: 100-106 °C /Technical/']"
6388,['-130.8 °C']
1639,"['318 °F (NTP, 1992)', '159 °C', 'MP: 150-153 °C. /TECHNICAL GRADE/', 'MP: 153-159 °C. /TECHNICAL GRADE/', '159 °C', '318 °F', '318 °F']"
6854,"['473 to 475 °F (NTP, 1992)', '245 °C']"
7854,"['-133 °F (EPA, 1998)', '-91.8 °C', '-92 °C', '-133 °F']"
7375,"['37 °F (EPA, 1998)']"
12180,"['-139 °F (NTP, 1992)', '-85.8 °C', '-95 °C']"
6340,['-108 °C']
3365,"['138-140 °C', '138-140 °C', '138 - 140 °C']"
15910,"['482 to 484 °F (NTP, 1992)', '252.1 °C', '250-251 °C']"
7308,"['302 °F (NTP, 1992)', '150 °C', 'SANTONOX R MELTING POINT: 161 °C', '302 °F', '302 °F']"
6327,"['-143 °F (NTP, 1992)', '-97.6 °C', '-97 °C', '-144 °F', '-144 °F']"
12404,"['66.1 °C', '66.1 °C']"
638129,['200 - 202 °C']
7043,['22.5 °C']
3333,"['145 °C', '145 °C']"
487,"['135 dec °C', '135 °C']"
244,"['4.5 °F (NTP, 1992)', '-15..2 °C, 258 K, 5 °F', '-15.2 °C', '-15.2 °C', '-15 °C', '4.5 °F']"
22478,['195-205 °C']
64685,"['202 °C', 'Hexanogal plates from petroleum ether; melting point: 204 °C; boiling   point: 210 °C at 779 mm Hg /L-Borneol/', '216 °C', 'Crystals from petroleum ether. sublimes on heating, MP: 212 °C (in a sealed tube). Practically insoluble in water. Readily soluble in alcohol, ether, chloroform /dl-Isoborneol/', 'Crystals from petroleum ether. MP: 214 °C. Approx optical rotation: +34.3 deg in alcohol solution /d-Isoborneol/', 'Crystals from petroleum ether. MP: 214 °C; Approx optical rotation -34.3 deg in alcohol solution /l-Isoborneol/']"
54678486,"['322 °F (EPA, 1998)', '161 °C', '161 °C', '161 °C', '161 °C', '322 °F', '322 °F']"
9949848,['144-146ºC']
1110,"['363 to 365 °F (NTP, 1992)', '188 °C', '185,0-190,0 °C', '188 °C', '185 - 188 °C']"
7260,['26 °C']
156391,"['152°C', '155 °C', 'Crystals from acetone; mp: 244-246 °C; specific optical rotation: -11 deg at 25 °C/D (in methanol) /Naproxen sodium salt/', '153 °C']"
11742,['74.5 °C']
2757,['210.5 °C']
7935,"['145 to 147 °F (NTP, 1992)', '145-147 °F', '62-63 °C', '62-63 °C', '145-147 °F']"
7991,"['-30.1 °F (NTP, 1992)', '-34 °C', '-34.5 °C', '-34 °C', '-34.5 °C']"
64139,"['139-141 °C', '139-141 °C', '139 - 141 °C']"
127,['148 - 150 °C']
3718,['208-210 °C']
6333,"['-126 °F (NTP, 1992)', '-87.9 °C', '-88 °C', '-124 °F', '-124 °F']"
11767,"['286 to 289 °F (NTP, 1992)']"
6810,"['Crystals from petroleum ether. MP: 103.5 °C. Soluble in ethanol, acetone, chloroform, benzene; slightly soluble in petroleum ether. /cis-1,2,3,6-Tetrahydrophthalic anhydride/', '102 °C']"
3092,"['351 °F (NIOSH, 2023)', '181 °C', '181 °C', '181 °C', '351 °F']"
3672,"['75-77.5 ºC', '75-77 °C', '76 °C']"
31301,['-110.32 °C']
1674,"['354 to 356 °F (NTP, 1992)', '178 °C']"
65064,['140 - 142 °C']
13619,"['135 to 138 °F (NTP, 1992)', '62 °C']"
21307,"['91.5 °C', '91.5 to 92.5 °C and 98 to 101 °C, reflecting two crystalline structures which revert to one in solution.']"
5359271,"['199-201 °C', '199 - 201 °C']"
14994,"['259 °F (EPA, 1998)', '126 °C', 'Stable below the melting point ... Stable at least 34 days at pH 5-9 (22 °C)']"
17581,"['271 to 275 °F (NTP, 1992)', '133-135 °C']"
6389,"['-168 °F (NTP, 1992)', '-110.44 °C', '-111 °C', '-168 °F', '-168 °F']"
98330,['130.00 °C. @ 760.00 mm Hg']
10957,['-95 °C']
6594,"['-158.2 °C', '-158 °C']"
441325,['156 °C']
12329,"['46.4 °F (USCG, 1999)', '10.3 °C', '8 °C', '46.4 °F']"
6505,"['-80 °C', '-80 °C']"
32793,"['18.5 °F (NTP, 1992)']"
5357179,"['-0.4 °F (USCG, 1999)', '-17 °C']"
11582,['-118 °C']
8295,"['less than -76 °F (NTP, 1992)', '-55 °C', '-51  °C']"
13561,['14 - 15 °C']
13109,"['232-239', '205-207 °C', '240 °C']"
8554,"['32 °F (NTP, 1992)', '5.5 °C', '5.5 °C', '32 °F', '42 °F']"
6914,"['157.1 °F (NTP, 1992)', '69.5 °C', '69 °C']"
5288826,"['255 °C', '255 °C', 'MP: 153-254 °C with decomposition', '/Melting point is/ 197 °C (metastable phase). High melting form sublimes at 190-200 °C (0.2 mm pressure at 2 mm distance).', '255 °C (sulfate salt)']"
8081,"['147 °F (NTP, 1992)', '64 °C']"
8795,"['-2 °F (USCG, 1999)', 'FP: 17.6 °C']"
12529,['-73.5 °C']
7621,['-70 °C']
8102,"['-21 °C', '-22.9 °C', '-22.9 °C']"
8491,['68 °C']
234,"['35 °C', '-30 °C (calculated)']"
887,"['-144 °F (NTP, 1992)', '-97.8 °C', '-97.6 °C', '-98 °C', '-144 °F', '-144 °F']"
7015,"['122 to 127 °F (NTP, 1992)', '51 °C']"
7674,['-30.0 °C']
5364079,"['160-161 °C', 'Peach color; mp: 159-160 °C /Technical/']"
10041,"['-16.37 °C', '-16.6 °C']"
5281874,"['44.6 °C', 'Off-white; MP: 39-43 °C /Technical/']"
643798,"['93.5 °C', '88 - 94 °C']"
12566,['49 - 50 °C']
8679,"['226 °F (NTP, 1992)', '108 °C', '108 °C', '108 °C', '226 °F']"
8422,['156 °C']
780,['153 °C']
247,"['301-305°C', 'Decomposes around 293 °C']"
10235,"['152-153', '152-153 °C (sublimes)', 'MP: 155 °C']"
442428,['83 °C']
11737,['182 °C']
7922,"['247.3 °F (NTP, 1992)', '119.6 °C', '119 °C', '119.6 °C']"
12971,['-61 °C']
448537,"['336 to 342 °F (NTP, 1992)', '172', '169-172 °C']"
7583,"['80.3 °F (NTP, 1992)', '26.865 °C', '37 - 39 °C', '28 °C', '82 °F']"
34312,"['215-216 °C', '215.5 °C']"
6651,['158 - 159 °C']
1068,"['-144 °F (USCG, 1999)', '-98.24 °C', '-98.3 °C', '-98 °C', '-144 °F']"
6307,"['482 to 486 °F (NTP, 1992)', '251 °C', '250-252 °C', '251 °C']"
4727,['198.5 °C']
18938,['-70 °C']
6436133,['116-119 °C']
7206,['9 °C']
17321,"['135 to 138 °F (NTP, 1992)']"
12699,"['255 °F (decomposes) (NTP, 1992)', '123 °C']"
7916,"['-92.9 °C', '-92.9 °C']"
7136,['30 - 31 °C']
7849,"['2.1 °F (NTP, 1992)', '-16.7 °C']"
4173,"['316 to 320 °F (NTP, 1992)', '160', '158-160 °C', '160 °C']"
91739,['274 °C']
2576,"['198 to 199 °F (NTP, 1992)', '92', '92 °C', '92 - 93 °C']"
4053,"['356 to 358 °F (decomposes) (NTP, 1992)']"
7269,"['174.6 °F (NTP, 1992)']"
643833,"['-112.9 °F (NTP, 1992)', '-80.0 °C', '-57 to -115 °F']"
6371,"['-180 °F (EPA, 1998)', '-118 °C', '-128 °C', '-198 °F']"
61294,['-18.1 °C']
6024,"['160-160.5 °C', '160-160.5 °C', '160 - 160.5 °C']"
62332,['44 °C']
134018,['238-239°']
3899,"['165-166 °C', '166.5 °C', '165 - 166 °C']"
985,"['61.8 °C', '62.49 °C', '61.8 °C', '63 °C']"
5787,"['315 to 320 °F (NTP, 1992)']"
3478,"['200-203', '208 - 209 °C']"
36565,['61 °C']
14775,"['2578 °C', '2530 °C']"
9272,"['29 °F (EPA, 1998)', '-1.7 °C']"
68570,['216 - 219 °C']
86132,['106.2-106.9 °C']
9609,"['-103.9 °C', '-102.05 °C']"
77918,['68-70 °C']
16422,['53-54 °C']
5311027,['63-67']
2723790,"['349 to 352 °F (NTP, 1992)', '176-178 °C', '180 °C', '182 °C', '349-352 °F']"
38235,"['133.7 to 135.5 °F (EPA, 1998)', '56.5 TO 57.5 °C']"
8359,['243 °C WITH DECOMPOSITION']
11747,"['-52 °C', '-52 °C', '-61.6 °F']"
44093,"['103-104', '103-104 °C', '106 °C']"
2733526,"['97 °C', '96-98 °C', 'MP: 72-74 °C from methanol. /Cis-Form base/', 'MP: 126-128 °C; C32-H37-N-08; ICI-47699 /Cis-Form citrate/', '97 °C']"
6929,['141 °C']
5936,"['-116 °F (EPA, 1998)', '-82 °C', '-82 °C']"
12252,"['-112 °F (NTP, 1992)']"
8209,"['99.7 °F (USCG, 1999)', '37.7 °C', 'Liquid Molar Volume = 0.2604 cu m/kmol (determined at the triple point); IG Heat of Formation = -4.8409X10+8 J/kmol; Heat of Fusion at Melting Point = 4.9510X10+7 J/kmol (determined for the beta form)', '39.5 °C']"
13129,"['-103.296 °C', '-101 °C']"
13263,['83.6 °C']
9279,"['318 to 322 °F (NTP, 1992)']"
8882,"['-211 °F (USCG, 1999)']"
751,['145 °C']
11567,['-73.5 °C']
23689980,['63-64 °C']
16004,"['144.5 to 145.2 °F (NTP, 1992)', '63 °C', '145 °F', '145 °F']"
16490,['219 °C (base only)']
8640,"['122 °F (NTP, 1992)', '49.2 °C', '50.0 °C', '122 °F', '122 °F']"
14814,"['1274 °F (EPA, 1998)', '681 °C', '690 °C', '1274 °F', '1274 °F']"
1176,"['275 °F (NTP, 1992)', '132.7 °C', '132 °C to 135 °C', '132.70 °C', 'Ionization potential = 9 eV; Latent heat of fusion = 15.4 kJ/mol (at melting point); Latent heat of sublimation = 87.9 kJ/mol @ 25 °C; Heat of formation = -333.7 kJ/mol @ 25 °C; Decomposition temp = 135 °C', '132 °C', '132.7-135 °C']"
6983,"['135 to 136 °F (NTP, 1992)']"
30709,"['158 to 159 °F (EPA, 1998)', '70.2-70.6 °C', '71 - 72 °C']"
6497,"['-25.15 °F (EPA, 1998)', '-27 °C', '-32 °C', '-25 °F', '-25 °F']"
7050,"['154 to 162 °F (NTP, 1992)', '89 °C']"
7368,"['-20.4 °F (NTP, 1992)', '-29.05 °C', 'Heat of fusion at melting point = 1.3782X10+7 J/kmol']"
3335,['185-187 °C']
22094,"['73 °C', 'MP: 66-72 °C /Technical product/']"
8471,"['-174.5 °F (NTP, 1992)', '-114.7 °C', '-114.7 °C', '-115 °C', '-175 °F', '-175 °F']"
64961,['199 °C']
439655,"['172.5 °C', '169 - 170 °C', '206 °C']"
11205,"['194 °F (NIOSH, 2023)', '90.1 °C', '90 °C', '194 °F', '194 °F']"
5329,"['333 °F (NTP, 1992)', '167 °C', '167 °C', 'MP: 209-210 °C; crystals from alcohol /N4-Acetylsulfamethoxazole/', 'MP: 171 °C', '167 °C']"
60953,"['110-121 °C', '110-121 °C', '110 - 121 °C']"
6359,"['-67 °F (NTP, 1992)', '-57 °C', '-57 °C']"
5801,"['342 to 343 °F (NTP, 1992)', '174 °C', '170-174 °C', 'MP: 172-173 °C; sublimes on further heating']"
2727,"['261 to 264 °F (NTP, 1992)', '129.2-129.8', '127-129 °C', '127 - 129 °C']"
4735,"['186 °C (decomposes)', 'Decomposes at 186 °C', '186.0 °C (decomposes)']"
3225,"['Converted to anhydride at 90 °C', 'Colorless crystals. MP: 144 °C /Endothall monohydrate/']"
31241,"['less than -100 °C', '-85 °C']"
14805,"['3603 °F (NTP, 1992)', '1955 °C', '1955 °C']"
878,"['-189.4 °F (EPA, 1998)', '-123 °C', '-123 °C', '-123 °C', '-186 °F']"
7892,"['-244.6 °F (USCG, 1999)', '-153.6 °C', '-153 °C', '-245 to -148 °F']"
3314,"['15.4 to 15.6 °F (NTP, 1992)', '-9.2 to -9.1 °C', '-12.00 to -10.00 °C. @ 760.00 mm Hg']"
7055,"['94.3 °F (NTP, 1992)', '34.6 °C', '35 °C', '94.3 °F']"
8868,"['less than -112 °F (USCG, 1999)', '-45 °C', '-45 °C', '-45 °C']"
9740,"['151 °F (USCG, 1999)', '66 °C']"
10405,"['21 °F (USCG, 1999)', '-3.8 °C']"
8268,"['173.3 to 175.1 °F (NTP, 1992)', '77.5 °C', '77-78 °C']"
3562,"['-180 °F (NIOSH, 2023)', '50-50.5', '-118 °C', '-118 °C', '-180 °F', '-180 °F']"
610479,"['207ºC', '207 - 207.5 °C']"
3883,"['178-182 °C', '178 to 182 °C (decomposes)', 'MP: approx 166 °C with decomposition.  Stable when exposed to light for up to two months. The compound degrades in aqueous solution, the rate of degradation increasing with decreasing pH. At 25 °C the half-lives are approx 0.5 and 18 hrs at pH 5.0 and pH 7.0, respectively.', '178 - 182 °C']"
7996,['-60 °C']
50897,['13 °C']
7282,"['-162.9 °C', '-118 °C', '-245 to -148 °F']"
7909,"['-120.5 °F (NTP, 1992)', '-85 °C', '-84 °C', '-84.7 °C', '-120.5 °F', '-120 °F']"
227613,['208 - 209 °C']
60613,"['480 °C', '260 °C (dec)', '480 °C']"
16247,"['93-94 °C', '93 °C']"
8021,"['-58 °F (NTP, 1992)', '-50 °C', '-50 °C', '-50 °C', '-58 °F', '-58 °F']"
2471,"['230-231', '230 - 231 °C']"
26633,['172-176 °C']
6344,"['-142.1 °F (NTP, 1992)', '-95 °C', '-96.8 °C', '-97 °C', '-139 °F', '-139 °F']"
5879,['185 °C']
47938,['84-85 °C']
